,Jaye Shimek,Leandro Marse,Annie Lapham,Harmony Mcmurtry,Zofia Roll,Tasia Dube,Lorrine Paek,Veronique Blakemore,Randall Feather,Michale Tuch,Jarvis Pratts,Vance Ates,Donte Berkeley,Tora Echevarria,Hassan Toner,Kyle Ryals,Vonk Billips,Julieta Knapp,Stephine Gatlin,Bebe Riva,Marthe Hale,Paulene Calcagni,Milagros Salmeron,Anisha Mathes,Layne Woodside,Lisette Tolleson,Andreas Jost,Jeannie Liang,Hwa Defalco,Aurea Durrance,Sal Papa,Narcisa Core,Bridgette Marko,Leatrice Heer,Remedios Fincham,Lavonna Sim,Lester Preiss,Augusta Beltrami,Grover Gibbons,Velvet Matley,Johnetta Hatcher,Petrina Maggart,Chung Zertuche,Adriene Wilde,Byron Caroll,Mellisa Blanco,Hettie Beller,Corrine Gallop,Angela Compos,Kiera Loar
2014-05-16,6,4,4,3,5,0,3,4,6,3,0,9,8,3,0,5,7,4,7,7,0,6,4,3,4,5,6,3,5,2,6,7,4,5,1,3,3,6,7,2,0,0,0,0,0,0,0,0,0,0
2014-05-19,5,3,2,5,4,0,0,5,4,3,0,10,8,2,1,3,7,7,5,5,0,0,5,3,6,6,6,4,3,0,4,5,5,7,0,2,7,6,7,4,0,0,0,0,0,0,0,0,0,0
2014-05-20,5,5,4,7,2,0,4,5,7,4,0,8,7,3,4,5,3,9,9,6,0,0,6,2,1,7,3,6,5,0,6,9,3,6,4,5,4,6,5,5,0,0,0,0,0,0,0,0,0,0
2014-05-21,5,5,5,7,5,0,0,6,6,5,0,8,6,1,0,6,4,8,7,6,0,0,5,1,4,6,5,3,6,0,6,8,6,4,2,2,4,6,6,1,0,0,0,0,0,0,0,0,0,0
2014-05-22,3,5,0,4,2,3,3,6,2,6,0,7,9,0,0,6,5,8,9,5,0,0,3,4,0,7,0,5,3,0,3,6,7,3,0,5,0,6,4,1,0,0,0,0,0,0,0,0,0,0
2014-05-23,6,6,7,0,5,1,3,6,0,6,0,7,7,0,3,4,5,8,10,4,0,0,5,5,0,5,0,5,4,0,6,7,3,6,3,3,0,8,7,5,0,0,0,0,0,0,0,0,0,0
2014-05-26,8,6,3,0,5,5,0,3,0,1,2,9,10,0,0,5,2,6,9,4,0,0,4,0,0,6,3,5,5,1,4,5,3,5,5,4,0,6,6,5,0,0,0,0,0,0,0,0,0,0
2014-05-27,6,1,3,0,5,4,1,5,0,3,5,9,8,0,0,6,4,9,6,6,0,5,4,3,0,8,7,3,3,4,4,4,5,4,2,4,0,5,5,1,0,0,0,0,0,0,0,0,0,0
2014-05-28,4,6,7,0,6,2,4,4,0,5,5,9,9,0,0,3,3,7,6,5,0,5,2,2,5,9,5,1,6,4,4,7,5,3,1,3,0,8,6,4,0,0,0,0,0,0,0,0,0,0
2014-05-29,6,2,0,0,5,3,1,3,0,3,4,9,9,0,0,6,5,8,5,3,0,2,4,1,2,5,4,5,6,0,8,6,5,5,1,3,0,9,4,2,0,0,0,0,0,0,0,0,0,0
2014-05-30,7,5,7,0,2,3,2,2,0,2,0,8,9,0,0,4,7,5,10,4,0,7,1,4,2,9,7,5,5,3,7,9,3,4,2,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0
2014-06-02,7,2,3,7,3,0,2,4,3,5,3,9,10,0,0,4,6,6,7,5,0,4,5,2,2,7,8,4,0,1,5,7,6,4,2,2,5,7,3,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,3,4,4,6,2,3,2,4,5,2,3,7,6,0,0,5,3,4,10,3,0,6,2,2,5,7,5,1,0,0,7,6,2,4,1,2,4,8,6,2,0,0,0,0,0,0,0,0,0,0
2014-06-04,4,1,2,4,5,1,2,7,4,5,3,9,6,2,1,6,5,8,10,5,0,2,6,0,1,5,3,3,3,4,6,7,4,5,3,3,7,6,3,2,0,0,0,0,0,0,0,0,0,0
2014-06-05,4,6,0,4,5,1,2,5,7,5,1,10,7,1,0,5,5,7,6,7,0,3,2,3,3,8,4,5,3,1,5,6,6,7,2,2,4,7,7,5,0,0,0,0,0,0,0,0,0,0
2014-06-06,4,5,6,8,4,3,0,4,7,3,3,8,6,0,0,5,6,9,9,5,0,4,6,4,2,5,6,4,6,4,8,6,3,2,1,5,4,7,4,1,0,0,0,0,0,0,0,0,0,0
2014-06-09,7,3,5,6,2,0,4,3,6,4,4,9,10,2,0,3,0,0,9,2,0,4,0,3,3,6,4,3,5,4,3,6,5,0,4,1,6,5,6,5,0,0,0,0,0,0,0,0,0,0
2014-06-10,4,6,2,8,6,2,3,5,2,1,5,9,10,3,4,6,0,0,6,2,0,4,0,0,4,5,8,3,4,3,6,7,4,0,2,4,4,10,5,2,0,0,0,0,0,0,0,0,0,0
2014-06-11,3,1,3,6,5,3,4,6,4,6,3,9,7,1,2,5,0,0,7,3,0,3,0,0,4,5,5,3,3,0,7,7,4,0,4,6,5,6,7,4,0,0,0,0,0,0,0,0,0,0
2014-06-12,5,5,0,6,2,4,2,7,5,4,4,8,8,4,0,8,0,0,9,6,0,3,5,0,3,5,7,1,3,4,6,8,4,0,3,2,7,8,5,5,0,0,0,0,0,0,0,0,0,0
2014-06-13,0,1,0,5,5,4,0,5,6,2,5,7,11,0,2,3,0,0,9,6,0,6,5,0,5,4,8,3,3,0,4,7,3,0,0,4,5,5,6,1,0,0,0,0,0,0,0,0,0,0
2014-06-16,0,5,0,7,3,4,0,0,3,3,3,6,8,3,2,6,0,0,10,6,0,5,3,0,3,5,8,4,3,0,5,7,0,0,0,5,7,6,4,3,0,0,0,0,0,0,0,0,0,0
2014-06-17,0,5,0,8,7,1,0,0,5,4,1,6,9,1,1,8,0,0,6,3,0,5,4,0,5,8,6,5,6,4,7,8,0,0,5,5,3,9,6,1,0,0,0,0,0,0,0,0,0,0
2014-06-18,5,2,6,4,0,4,0,0,3,2,2,9,6,0,3,6,0,0,6,3,0,4,3,0,5,7,4,4,3,2,5,7,0,4,2,4,3,5,7,2,0,0,0,0,0,0,0,0,0,0
2014-06-19,7,5,0,7,0,1,0,0,6,5,0,9,11,2,3,4,0,0,7,4,0,4,6,0,2,9,4,4,7,5,4,8,0,4,4,2,3,7,4,4,0,0,0,0,0,0,0,0,0,0
2014-06-20,6,2,6,5,0,5,0,0,3,6,1,7,8,1,1,7,0,0,8,5,0,5,3,0,5,4,8,1,6,3,8,6,0,5,5,2,4,8,4,5,0,0,0,0,0,0,0,0,0,0
2014-06-23,4,1,2,4,4,3,3,7,7,5,1,5,10,3,3,0,0,0,7,6,0,5,2,1,6,6,5,4,4,2,0,6,0,7,0,5,4,7,5,3,0,0,0,0,0,0,0,0,0,0
2014-06-24,8,2,4,8,3,2,3,3,3,2,5,6,9,2,2,0,0,0,10,5,0,4,4,4,1,9,7,3,5,4,0,8,2,5,2,5,7,6,5,4,0,0,0,0,0,0,0,0,0,0
2014-06-25,7,5,2,6,2,4,2,4,3,1,2,9,9,0,1,3,0,0,6,6,0,3,4,1,5,5,6,1,5,4,4,8,7,7,0,3,7,7,7,3,0,0,0,0,0,0,0,0,0,0
2014-06-26,3,2,0,4,5,1,2,2,3,4,3,7,6,2,3,6,0,0,0,6,0,2,2,3,5,5,5,4,7,3,4,7,4,4,1,2,4,7,5,2,0,0,0,0,0,0,0,0,0,0
2014-06-27,4,2,4,7,5,0,1,7,6,1,2,7,8,0,1,6,0,0,0,4,0,5,3,1,1,7,4,6,3,3,5,5,3,2,1,5,4,7,8,4,0,0,0,0,0,0,0,0,0,0
2014-06-30,8,5,5,4,3,0,0,6,4,4,4,0,8,3,0,7,3,6,0,0,0,6,4,4,6,9,8,3,4,5,8,8,5,2,2,6,3,5,7,2,0,0,0,0,0,0,0,0,0,0
2014-07-01,6,3,6,4,6,0,1,4,3,1,2,0,6,0,0,7,4,7,0,0,0,4,1,3,4,8,7,1,3,1,5,8,6,4,0,2,4,9,7,3,0,0,0,0,0,0,0,0,0,0
2014-07-02,4,3,3,5,6,0,2,7,7,6,4,0,9,4,1,5,3,4,0,0,0,6,4,2,2,7,4,3,4,4,7,5,4,3,0,4,6,5,6,4,0,0,0,0,0,0,0,0,0,0
2014-07-03,6,2,0,0,7,0,4,3,6,1,4,0,10,2,3,4,4,8,0,3,0,7,5,0,6,5,5,5,3,0,5,6,3,6,0,4,5,6,6,4,0,0,0,0,0,0,0,0,0,0
2014-07-04,4,4,2,0,5,1,0,7,3,3,1,0,6,2,1,7,5,4,0,5,0,5,3,1,5,5,4,4,3,0,7,7,5,5,0,2,3,6,3,5,0,0,0,0,0,0,0,0,0,0
2014-07-07,6,3,4,0,6,2,0,3,6,3,1,0,0,4,3,4,2,8,9,4,0,4,2,2,2,4,6,1,4,3,6,5,4,3,0,5,5,9,8,2,0,0,0,0,0,0,0,0,0,0
2014-07-08,6,2,7,0,6,0,1,3,6,4,0,0,0,1,2,3,2,5,9,7,0,3,3,3,3,8,4,1,6,4,4,9,4,3,0,3,6,8,6,4,0,0,0,0,0,0,0,0,0,0
2014-07-09,5,4,3,0,7,0,3,3,6,5,3,0,0,2,2,6,4,8,8,6,0,2,1,2,6,8,8,2,2,2,5,5,4,2,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0
2014-07-10,5,3,0,5,4,0,3,6,3,1,4,0,0,2,2,5,5,8,6,5,0,6,2,0,4,8,4,0,5,4,7,6,4,3,0,4,6,6,5,2,0,0,0,0,0,0,0,0,0,0
2014-07-11,8,2,3,7,2,4,0,5,6,4,3,7,0,1,0,3,4,5,7,4,0,4,4,3,1,4,4,0,6,3,4,6,2,5,1,4,2,5,5,2,0,0,0,0,0,0,0,0,0,0
2014-07-14,6,1,5,5,7,2,3,6,3,5,0,10,0,0,3,5,7,6,6,5,0,4,4,3,3,8,6,0,4,2,3,8,5,6,4,4,0,10,5,5,0,0,0,0,0,0,0,0,0,0
2014-07-15,6,2,6,6,6,4,3,6,7,4,5,5,7,3,0,3,4,7,7,4,0,6,2,1,4,8,8,0,5,1,5,8,6,3,3,3,0,8,4,2,0,0,0,0,0,0,0,0,0,0
2014-07-16,4,4,5,3,4,1,1,3,3,3,1,9,7,4,0,6,3,7,10,6,0,2,4,2,5,0,5,0,6,4,7,7,4,3,1,5,0,10,8,4,0,0,0,0,0,0,0,0,0,0
2014-07-17,4,3,0,6,4,3,2,7,3,5,1,7,8,3,3,7,3,5,9,7,0,7,1,3,2,0,5,0,3,0,6,8,5,3,1,3,0,8,4,3,0,0,0,0,0,0,0,0,0,0
2014-07-18,4,3,2,3,3,2,0,3,3,6,2,6,9,1,1,8,4,9,8,4,0,4,5,4,4,0,8,0,3,1,4,5,5,4,5,4,0,9,7,4,0,0,0,0,0,0,0,0,0,0
2014-07-21,6,6,6,3,5,5,0,5,6,1,2,10,10,2,2,5,3,6,7,4,0,0,2,3,6,6,8,4,5,3,7,7,5,4,4,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0
2014-07-22,6,4,4,4,4,4,3,5,2,3,2,7,11,2,2,5,7,4,10,3,0,0,1,1,3,6,4,2,7,3,7,5,5,6,3,3,5,7,7,0,0,0,0,0,0,0,0,0,0,0
2014-07-23,3,1,3,4,4,5,3,6,3,3,0,5,8,2,1,6,3,6,7,5,0,0,4,5,4,8,3,1,3,3,7,6,4,0,4,4,5,6,3,0,0,0,0,0,0,0,0,0,0,0
2014-07-24,5,3,0,5,4,1,3,6,3,4,4,8,9,2,1,8,6,6,6,5,0,0,3,1,6,7,5,1,5,5,5,9,4,3,4,5,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2014-07-25,6,3,2,8,2,0,0,6,5,1,5,6,7,3,0,8,4,7,9,5,0,0,3,3,2,6,5,3,4,5,8,6,6,7,3,5,2,9,4,0,0,0,0,0,0,0,0,0,0,0
2014-07-28,6,2,3,5,5,1,4,5,3,2,4,10,8,1,2,4,3,4,6,6,0,5,2,2,0,9,5,4,5,1,8,8,6,3,2,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0
2014-07-29,3,3,3,8,3,1,0,4,4,3,3,7,6,3,2,4,6,5,5,5,0,3,5,5,0,5,6,2,5,2,6,8,3,6,0,2,5,8,5,3,0,0,0,0,0,0,0,0,0,0
2014-07-30,4,1,5,5,5,1,3,5,4,2,2,9,8,1,2,4,5,7,5,3,0,6,1,1,0,5,3,3,7,4,5,5,5,5,4,2,7,9,3,4,0,0,0,0,0,0,0,0,0,0
2014-07-31,4,6,0,6,6,5,3,2,3,5,4,9,7,4,2,6,5,6,7,5,0,3,2,3,0,5,4,1,6,2,5,7,5,6,2,6,4,8,7,2,0,0,0,0,0,0,0,0,0,0
2014-08-01,7,4,4,4,6,2,0,2,3,2,3,8,8,4,0,3,4,6,7,5,0,6,6,3,0,7,5,5,3,4,3,5,2,4,1,3,3,10,5,5,0,0,0,0,0,0,0,0,0,0
2014-08-04,8,5,6,7,6,4,3,3,2,5,0,6,7,4,3,7,4,8,5,5,0,6,5,5,0,7,7,3,2,1,5,7,3,3,4,2,4,8,4,3,0,0,0,0,0,0,0,0,0,0
2014-08-05,4,3,6,3,6,5,2,5,3,3,4,8,11,1,1,5,5,7,9,3,0,4,4,2,0,8,4,4,5,4,4,5,5,3,2,3,3,7,5,4,0,0,0,0,0,0,0,0,0,0
2014-08-06,6,4,6,7,5,5,4,5,5,1,5,6,7,2,0,6,6,5,8,4,0,2,4,2,2,8,7,1,4,0,5,5,5,6,1,3,6,9,4,3,0,0,0,0,0,0,0,0,0,0
2014-08-07,4,0,0,6,4,4,3,2,7,1,0,5,6,2,0,4,4,5,9,5,0,4,6,3,1,6,0,4,5,0,8,5,4,3,4,1,2,8,7,2,0,0,0,0,0,0,0,0,0,0
2014-08-08,4,0,3,7,7,1,0,3,5,2,2,8,6,4,2,8,2,4,7,2,0,2,2,5,6,7,0,5,6,2,7,5,6,3,3,5,7,8,5,2,0,0,0,0,0,0,0,0,0,0
2014-08-11,5,2,7,4,2,0,0,2,7,2,2,9,9,2,0,8,6,6,9,4,0,5,3,4,5,7,4,3,4,4,0,6,6,4,4,3,3,9,6,5,0,0,0,0,0,0,0,0,0,0
2014-08-12,5,3,0,6,3,5,2,7,4,3,4,5,7,1,0,6,3,5,10,6,0,2,6,1,6,7,3,2,5,4,0,6,3,6,1,3,5,6,7,1,0,0,0,0,0,0,0,0,0,0
2014-08-13,6,4,0,7,4,5,4,5,0,5,1,9,9,2,3,5,6,7,8,4,0,2,2,5,5,6,4,3,4,1,0,5,6,4,3,4,6,6,4,4,0,0,0,0,0,0,0,0,0,0
2014-08-14,6,5,0,4,6,4,0,7,0,3,4,9,6,0,2,7,4,9,10,4,0,3,1,2,3,7,4,4,3,2,0,5,4,6,1,4,6,10,8,3,0,0,0,0,0,0,0,0,0,0
2014-08-15,5,4,0,5,4,4,0,0,0,1,3,9,7,3,1,4,5,6,0,4,0,4,5,3,5,8,4,1,3,4,0,6,7,6,4,3,5,8,4,5,0,0,0,0,0,0,0,0,0,0
2014-08-18,6,3,4,6,5,0,0,0,5,3,3,8,7,0,2,4,4,5,9,5,0,5,2,0,4,9,5,4,3,5,0,6,3,5,2,2,5,8,6,5,0,0,0,0,0,0,0,0,0,0
2014-08-19,6,6,4,5,4,4,0,0,6,1,3,7,10,1,0,5,2,4,7,7,0,7,5,0,5,5,4,4,2,1,0,6,4,6,4,5,7,6,4,4,0,0,0,0,0,0,0,0,0,0
2014-08-20,4,2,3,6,5,1,0,0,6,6,0,5,10,1,1,7,4,6,6,6,0,6,3,0,5,7,4,4,7,2,0,7,0,3,1,5,3,6,6,3,0,0,0,0,0,0,0,0,0,0
2014-08-21,5,4,0,3,4,0,0,6,4,4,2,7,6,0,1,6,3,9,7,4,0,7,3,0,4,7,6,3,7,3,0,5,0,3,1,3,4,9,7,4,0,0,0,0,0,0,0,0,0,0
2014-08-22,3,3,3,6,3,3,0,4,7,5,4,5,10,4,0,7,4,4,7,4,0,3,3,4,1,6,6,3,4,2,4,8,0,6,1,1,6,5,5,5,0,0,0,0,0,0,0,0,0,0
2014-08-25,6,2,3,6,5,4,1,5,6,2,3,8,7,0,1,3,6,8,7,5,0,4,3,5,3,7,3,5,7,0,5,6,0,3,0,2,2,5,3,5,0,0,0,0,0,0,0,0,0,0
2014-08-26,5,3,6,8,2,0,0,4,3,3,1,8,11,0,0,6,3,6,9,6,0,3,6,1,6,9,8,6,5,4,7,6,0,3,1,2,7,8,4,5,0,0,0,0,0,0,0,0,0,0
2014-08-27,4,5,6,6,6,2,3,4,6,4,2,9,8,1,1,6,3,7,0,4,0,3,5,1,6,8,7,1,4,3,3,5,5,4,0,5,5,8,8,5,0,0,0,0,0,0,0,0,0,0
2014-08-28,6,1,0,5,4,2,3,2,5,5,3,0,7,1,2,7,6,8,0,6,0,6,5,1,4,7,7,4,6,1,6,7,4,5,0,4,5,9,3,5,0,0,0,0,0,0,0,0,0,0
2014-08-29,7,4,4,5,5,2,2,6,6,6,4,7,9,2,1,6,7,8,0,4,0,4,5,4,2,8,7,5,4,0,5,9,3,3,0,4,2,8,4,6,0,0,0,0,0,0,0,0,0,0
2014-09-01,6,5,3,4,4,3,1,5,6,6,3,5,10,3,3,6,3,7,7,7,0,4,3,4,5,5,6,5,3,3,7,8,5,4,4,3,3,5,8,2,0,0,0,0,0,0,0,0,0,0
2014-09-02,3,4,5,7,3,5,3,6,6,4,1,8,9,2,3,5,6,7,5,3,0,4,4,3,6,6,4,5,4,3,6,6,2,5,2,0,5,8,6,2,0,0,0,0,0,0,0,0,0,0
2014-09-03,6,2,3,3,6,2,4,6,4,3,3,7,9,4,3,5,4,7,6,5,0,4,3,1,4,7,4,6,3,5,3,8,3,2,5,0,6,6,7,2,0,0,0,0,0,0,0,0,0,0
2014-09-04,4,6,0,4,3,1,0,3,6,2,5,9,7,3,1,3,3,6,9,6,0,3,2,5,3,6,4,4,6,1,4,6,3,2,5,0,6,7,5,1,0,0,0,0,0,0,0,0,0,0
2014-09-05,6,4,5,6,5,2,0,4,3,1,0,7,0,3,0,7,3,6,8,4,0,5,6,1,3,4,5,5,4,5,4,6,3,3,1,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0
2014-09-08,7,3,2,5,7,5,3,3,2,5,5,6,10,2,0,8,4,6,6,4,0,4,5,5,4,9,3,5,2,0,4,4,5,3,1,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2014-09-09,7,3,4,8,3,4,1,6,2,2,2,9,9,1,1,5,3,8,9,6,0,6,5,3,3,8,5,6,5,0,6,4,6,5,1,3,6,9,6,5,0,0,0,0,0,0,0,0,0,0
2014-09-10,3,2,6,6,2,2,4,3,3,6,3,9,6,2,2,3,7,7,6,5,0,6,4,3,4,6,7,2,4,5,4,6,3,5,4,2,3,10,6,4,0,0,0,0,0,0,0,0,0,0
2014-09-11,4,4,0,6,2,4,1,5,5,2,4,5,7,2,0,4,5,8,8,5,0,3,1,1,2,6,6,2,7,3,5,9,5,4,3,3,5,8,5,4,0,0,0,0,0,0,0,0,0,0
2014-09-12,7,6,7,7,4,5,1,2,7,1,3,7,11,4,4,8,6,5,7,4,0,5,4,3,4,7,4,2,7,3,5,6,6,4,3,4,4,9,4,5,0,0,0,0,0,0,0,0,0,0
2014-09-15,6,6,6,4,6,3,1,2,4,4,2,6,9,0,2,6,4,5,7,4,0,6,3,2,6,6,5,2,6,3,7,5,4,7,3,2,7,7,6,4,0,0,0,0,0,0,0,0,0,0
2014-09-16,6,3,4,7,6,2,2,5,2,2,1,6,6,0,2,6,3,7,9,5,0,5,2,4,3,7,6,1,5,1,3,4,2,7,4,5,4,8,4,4,0,0,0,0,0,0,0,0,0,0
2014-09-17,4,0,5,7,5,1,0,5,6,5,1,8,10,3,0,6,5,7,10,3,0,3,2,4,5,9,8,2,3,4,8,7,3,5,2,5,4,9,7,4,0,0,0,0,0,0,0,0,0,0
2014-09-18,5,0,0,3,3,3,0,2,5,3,0,5,8,2,0,4,5,8,10,6,0,2,6,4,5,7,8,2,4,2,7,7,4,4,3,4,3,7,8,2,0,0,0,0,0,0,0,0,0,0
2014-09-19,4,2,2,3,3,1,2,3,5,4,1,7,7,0,3,6,4,7,7,7,0,2,2,5,6,8,6,5,5,2,6,9,3,6,3,1,4,5,8,5,0,0,0,0,0,0,0,0,0,0
2014-09-22,4,2,6,3,3,4,0,5,4,4,3,7,9,0,2,7,4,8,8,6,0,2,5,0,3,5,4,1,7,1,7,9,5,5,4,2,4,7,3,4,0,0,0,0,0,0,0,0,0,0
2014-09-23,6,6,4,5,6,3,2,5,4,5,0,9,11,3,1,8,4,7,9,5,0,2,1,4,2,9,3,6,6,5,5,8,3,2,2,4,7,10,8,3,0,0,0,0,0,0,0,0,0,0
2014-09-24,3,5,4,8,4,1,0,5,6,1,1,6,7,3,1,5,5,7,9,5,0,5,5,3,4,6,4,3,7,1,4,5,2,5,4,1,5,8,7,2,0,0,0,0,0,0,0,0,0,0
2014-09-25,4,3,0,5,7,2,0,6,4,2,3,7,10,2,0,8,5,4,7,5,0,3,1,5,4,7,6,1,2,2,4,7,4,3,3,5,3,7,3,3,0,0,0,0,0,0,0,0,0,0
2014-09-26,4,3,7,3,5,0,0,4,7,4,1,9,9,3,0,5,5,5,8,4,0,7,2,2,5,7,4,4,3,0,5,8,2,4,5,4,6,5,5,5,0,0,0,0,0,0,0,0,0,0
2014-09-29,6,5,4,7,5,4,4,4,7,3,4,7,9,0,2,3,2,5,9,6,0,5,3,4,3,5,7,5,2,4,6,5,3,3,1,6,5,9,3,4,0,0,0,0,0,0,0,0,0,0
2014-09-30,8,5,3,4,3,3,1,4,2,6,4,6,10,3,1,3,7,5,5,4,0,6,5,1,1,8,8,5,6,3,4,7,3,3,3,2,4,9,4,4,0,0,0,0,0,0,0,0,0,0
2014-10-01,6,1,4,3,7,4,2,7,0,1,5,9,11,1,3,4,6,6,9,3,0,6,2,3,5,6,6,4,4,0,7,7,5,5,5,5,2,7,4,5,0,0,0,0,0,0,0,0,0,0
2014-10-02,3,1,0,8,6,1,0,6,0,5,2,5,8,0,3,5,3,6,8,5,0,5,4,0,3,6,6,5,4,0,3,9,3,5,2,2,6,9,7,6,0,0,0,0,0,0,0,0,0,0
2014-10-03,4,6,6,5,3,4,4,3,5,2,4,10,9,3,1,4,4,6,6,7,0,5,2,1,3,5,8,2,6,4,7,5,6,4,5,2,7,6,5,1,0,0,0,0,0,0,0,0,0,0
2014-10-06,6,1,4,7,5,3,0,4,5,4,4,7,11,0,4,7,3,7,9,7,0,3,4,2,4,5,8,1,6,4,0,6,2,7,4,2,3,8,4,4,0,0,0,0,0,0,0,0,0,0
2014-10-07,7,5,3,6,6,5,0,4,3,6,0,5,8,1,2,5,5,8,6,3,0,2,4,2,3,6,5,4,5,5,0,5,4,4,2,2,2,9,7,5,0,0,0,0,0,0,0,0,0,0
2014-10-08,7,2,3,5,4,2,3,7,6,3,4,7,6,1,1,5,4,7,6,6,0,7,1,3,6,6,8,3,6,3,7,6,2,3,2,5,5,8,4,2,0,0,0,0,0,0,0,0,0,0
2014-10-09,4,4,0,7,4,3,2,7,4,1,2,7,10,0,0,4,3,6,7,4,0,6,5,4,3,6,4,6,6,2,6,5,6,3,4,3,4,8,7,5,0,0,0,0,0,0,0,0,0,0
2014-10-10,3,2,3,5,2,2,1,5,5,5,0,6,7,3,0,4,3,4,9,3,0,6,2,0,3,6,5,4,4,3,4,4,3,5,3,2,4,7,8,6,0,0,0,0,0,0,0,0,0,0
2014-10-13,6,4,5,5,7,5,2,2,4,6,3,8,9,0,2,6,5,7,5,7,0,4,5,2,2,5,7,4,3,4,6,7,3,4,0,4,5,9,7,6,0,0,0,0,0,0,0,0,0,0
2014-10-14,7,2,2,3,4,1,2,7,7,2,0,5,9,3,0,8,4,7,10,6,0,6,1,4,3,5,4,4,6,3,7,5,6,6,0,5,2,7,4,3,0,0,0,0,0,0,0,0,0,0
2014-10-15,4,2,2,5,4,3,2,5,5,2,1,6,9,2,3,6,3,5,6,4,0,2,3,4,2,8,7,2,5,2,5,5,2,5,0,5,4,5,6,3,0,0,0,0,0,0,0,0,0,0
2014-10-16,8,1,0,4,2,2,0,3,3,4,0,7,7,0,3,5,5,5,9,3,0,7,5,0,1,7,4,3,6,5,7,8,3,7,3,6,6,7,7,1,0,0,0,0,0,0,0,0,0,0
2014-10-17,5,4,6,8,4,4,0,4,5,4,5,8,11,3,0,6,6,8,5,3,0,5,6,5,3,8,7,3,4,3,8,7,7,3,0,2,4,5,4,1,0,0,0,0,0,0,0,0,0,0
2014-10-20,4,6,6,5,3,3,2,6,5,3,3,7,9,0,3,8,2,5,6,6,0,5,1,4,3,6,7,0,3,1,4,9,6,3,2,4,2,7,3,6,0,0,0,0,0,0,0,0,0,0
2014-10-21,7,6,5,6,5,2,0,6,7,4,5,8,9,0,0,7,4,4,7,6,0,3,5,5,2,7,3,0,2,2,4,7,5,6,1,5,4,8,7,5,0,0,0,0,0,0,0,0,0,0
2014-10-22,5,6,3,6,4,3,1,4,6,2,3,7,10,2,4,6,3,6,10,3,0,7,2,2,2,6,6,1,4,1,5,5,4,3,4,5,3,9,3,4,0,0,0,0,0,0,0,0,0,0
2014-10-23,6,3,0,5,7,2,1,7,7,1,4,10,9,3,1,6,4,9,8,4,0,4,2,3,3,7,5,6,6,0,7,5,3,2,2,5,3,6,4,3,0,0,0,0,0,0,0,0,0,0
2014-10-24,3,4,6,4,6,4,0,5,6,1,2,8,9,3,0,8,2,4,5,7,0,4,3,2,3,7,6,4,3,5,8,8,6,6,4,3,6,6,8,6,0,0,0,0,0,0,0,0,0,0
2014-10-27,7,3,2,4,5,4,3,3,5,2,0,7,10,2,0,5,2,7,7,3,0,4,2,2,2,8,5,2,5,1,6,6,7,6,1,5,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2014-10-28,7,5,3,6,4,3,0,3,5,2,4,8,8,0,2,5,3,5,7,3,0,5,5,5,1,7,5,4,3,2,6,5,3,3,4,4,4,10,7,0,0,0,0,0,0,0,0,0,0,0
2014-10-29,5,5,2,6,4,4,3,6,4,5,1,8,7,0,0,5,3,5,6,5,0,6,3,4,1,9,6,3,5,4,7,8,2,4,3,1,6,6,4,0,0,0,0,0,0,0,0,0,0,0
2014-10-30,6,4,0,6,6,2,4,6,5,1,2,9,10,2,3,5,5,9,10,6,0,6,4,4,5,6,3,4,2,0,8,5,3,6,1,4,4,9,6,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,6,1,7,4,3,1,3,6,5,4,4,10,8,4,4,5,4,8,9,4,0,2,4,3,4,5,4,5,5,4,3,5,7,2,5,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0
2014-11-03,4,3,7,5,3,5,0,5,5,2,2,9,10,3,4,5,4,4,7,3,0,7,2,3,6,6,5,5,5,4,6,6,6,4,1,5,6,9,7,0,0,0,0,0,0,0,0,0,0,0
2014-11-04,8,6,5,8,5,5,3,4,6,3,0,7,10,3,1,5,4,8,5,3,0,3,4,1,3,5,4,2,3,4,3,8,7,5,2,3,2,9,6,0,0,0,0,0,0,0,0,0,0,0
2014-11-05,4,2,3,7,5,2,3,4,2,2,3,8,10,4,2,7,2,6,6,3,0,4,5,1,5,4,4,4,3,1,8,9,6,5,3,5,6,7,5,0,0,0,0,0,0,0,0,0,0,0
2014-11-06,6,6,0,4,6,4,2,5,3,2,2,7,8,2,0,7,2,9,8,2,0,6,5,3,3,5,7,3,7,4,4,7,3,2,0,3,2,7,5,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,6,4,3,8,2,3,2,3,4,2,1,8,10,3,4,7,5,6,6,6,0,5,6,2,3,7,5,5,4,4,7,6,4,3,3,5,3,6,6,3,0,0,0,0,0,0,0,0,0,0
